coeff_index,form0
0.0,0.0641245016001153
1.0,0.005118013292069758
2.0,0.017969152518323477
3.0,0.016047929277357816
4.0,0.053964544111163346
5.0,0.024097277805100518
6.0,-0.03757156026413472
7.0,0.028167413928468492
8.0,0.048617386370138
9.0,0.09598354538350497
10.0,0.11621339363876085
11.0,-0.07187534542379946
12.0,0.19862471864918438
13.0,0.010592534740195222
14.0,-0.021504117969369286
15.0,-0.820229302411688
16.0,0.0032209327433459947
17.0,-0.05232922576570682
18.0,0.049200443179645524
19.0,0.02469099384230777
20.0,-0.044331923934606506
21.0,0.03444250093168052
22.0,-0.16248345509022938
23.0,-0.0678933440218066
24.0,0.06381578841427395
25.0,-0.020552982093019017
26.0,-0.059463669996140375
27.0,0.1200459235871995
28.0,-0.38313878955148256
29.0,-0.4666798837737197
30.0,-0.00703732864950497
31.0,0.4468605139408684
32.0,-0.38397636626651377
33.0,0.056665218792235045
34.0,-0.08723177586935435
35.0,0.10475688683825612
36.0,0.08406890744085857
37.0,0.04247404457247116
38.0,0.02551794941109283
39.0,0.024946021337628233
40.0,0.014823012371325758
41.0,-0.09097049093255057
42.0,-0.008374384097838052
43.0,-0.017595705245715174
44.0,0.04320668111806164
45.0,-0.02065971644568443
46.0,0.06347923667345409
47.0,-0.0033504647228129597
48.0,0.002365582346640236
49.0,-0.008736458383143667
50.0,-0.05465108634160488
51.0,0.031928718736094416
52.0,0.02723904410083008
53.0,-0.07346803242211516
54.0,-0.05897036362993188
55.0,-0.05911491575881951
56.0,-0.08909229832737373
57.0,0.044693903212007176
58.0,-0.05506860997530185
59.0,0.06865355119401456
60.0,0.0039979261386290975
61.0,0.007384433409450097
62.0,-0.07499045089660089
63.0,-0.07043122828538334
64.0,-0.04715621732358326
65.0,-0.009800006445225856
66.0,-0.0029763318966037305
67.0,-0.1605246327244603
68.0,-0.003044990991643734
69.0,0.04003425208017728
70.0,0.047362915231213394
71.0,0.006067892713945659
72.0,0.03441141127483554
73.0,0.05815520145520907
74.0,-0.06629588704973374
75.0,-0.0483054818332251
76.0,0.02543719622296323
77.0,0.1280683922057384
78.0,0.07628976288491213
79.0,-0.027866130685518645
80.0,-0.01365849224349146
81.0,0.02037877891658956
82.0,0.0004872059774570178
83.0,0.02816064044792278
84.0,-0.037404421197262845
85.0,0.03979133909694462
86.0,-0.003958417048519401
87.0,-0.014449218031978558
88.0,0.008279416806015513
89.0,0.07517954750036927
90.0,0.005054884144072939
91.0,0.02557658909611002
92.0,0.006722538864402202
93.0,-0.020959374266954447
94.0,0.007091650481581474
95.0,0.013185275086292062
96.0,0.008039098467845241
97.0,-0.02448424342404802
98.0,-0.00786083326322752
99.0,-0.056710297568268425
100.0,-0.02549031701903822
101.0,-0.05994579318692826
102.0,-0.04061604652490301
103.0,-0.0012028689573905273
104.0,-0.004087877170823615
105.0,0.02917791700932777
106.0,-0.03264716518935455
107.0,0.029149661424149445
108.0,-0.027543656811687103
109.0,-0.031463084160865115
110.0,-0.031374425132141344
111.0,0.02574938580504329
112.0,-0.0011213835063788276
113.0,0.0087510183645588
114.0,0.038650100624762894
115.0,0.004585144701600156
116.0,-0.003124380810079312
117.0,-0.006457261497898623
118.0,-0.02988275120794534
119.0,0.02250705494156828
120.0,-0.02232675589421253
121.0,0.005175739642838473
122.0,-0.03352190376122908
123.0,0.009915869090663018
124.0,-0.010069629420181952
125.0,0.0005536201817859543
126.0,-0.00888861057222574
127.0,-0.054361571217595606
128.0,-0.010703560612420759
129.0,0.034305214848100334
130.0,0.01121870202334237
131.0,-0.0020030908436253834
132.0,0.008292042152845042
133.0,0.0285907305425167
134.0,0.013528447372630701
135.0,-0.00012833978258133051
136.0,0.021186639921138922
137.0,0.005771257360622601
138.0,0.00011569366860137608
139.0,-0.02180762047788219
140.0,0.006148946466418425
141.0,0.011273296106342867
142.0,-1.0814663586171391e-05
143.0,-0.008066828743182954
144.0,0.018087192963069508
145.0,-0.009447419614152505
146.0,-0.02336118673192253
147.0,-0.00675321778380477
148.0,-0.027524090571153605
149.0,0.009104780767150539
